3M COMPANY,3M,,MMMC
3R PETROLEUM OLEO E GAS SA,3R PETROLEUM,NM,RRRP
521 PARTICIPACOES SA,521 PARTICIP,MB,QVUM
524 PARTICIPACOES SA,524 PARTICIP,MB,QVQP
525 PARTICIPACOES SA,525 PARTICIP,MB,QVCP
ABB LTD,ABB LTD,,A1BB
ABBOTT LABORATORIES,ABBOTT,,ABTT
ABBVIE INC,ABBVIE,,ABBV
ABC SUPERMERCADOS SA,ABC SUPERMER,,PICO
ABIOMED INC,ABIOMED INC,,A1BM
ABN AMRO BANK NV,ABN AMRO,,ABAM
ABN AMRO REAL FIDC FIN ARREND MERC VEI,FDC AYMORE,,AYMR
ABRDN PHYSICAL GOLD SHARES ETF,ABDEN GOLD,,ABGD
ABRDN PHYSICAL SILVER SHARES ETF,ABDEN SILV,,SIVR
ABRIL COMUNICACOES SA,ABRIL COM,MB,ABRL
ABRIL EDUCACAO SA,ABRIL EDUCA,NM,ABRE
ABYARA PLANEJAMENTO IMOBILIARIO SA,ABYARA,,ABYA
ACCENTURE PLC,ACCENTURE,,ACNB
ACOS VILLARES SA,ACOS VILL,,AVIL
ACTIVISION BLIZZARD INC,ACTIVISION,,ATVI
ACTORI PARTICIPACOES SA,ACTORI PART,,ACTO
ADOBE INC,ADOBE INC,,ADBE
ADVANCE AUTO PARTS INC,ADVANCE AUTO,,A1AP
ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA SA,ADVANCEDDH,,ADHM
ADVANCED MICRO DEVICES INC,ADVANCED MIC,,A1MD
AEGON NV,AEGON NV,,A1EG
AERIS IND E COM DE EQUIP GERACAO DE ENERGIA SA,AERIS,NM,AERI
AES BRASIL ENERGIA SA,AES BRASIL,NM,AESB
AES BRASIL OPERACOES SA,AESOPERACOES,,AESO
AES CORP,AES CORP,,A1ES
AES ELPA SA,AES ELPA,,AELP
AES TIETE ENERGIA SA,AES TIETE E,,TIET
AES TIETE SA,AES TIETE,,GETI
AETATIS SECURITIZADORA SA,AETATIS SEC,,AETA
AETNA INC,AETNA INC,,AETB
AF INVEST CRI FDO INV IMOB  RECEBIVEIS IMOB,FII AFHI CRI,,AFHI
AF INVEST FDO INV IMOB  RECEBIVEIS IMOB,FII SUPERNOV,,SNCR
AF INVEST SAO SEBASTIAO FDO INV IMOB  FII,FII S SEBAST,,AFSS
AFLAC INC,AFLAC INC,,A1FL
AFLUENTE GERACAO DE ENERGIA ELETRICA SA,AFLUENTE,,AFLU
AFLUENTE TRANSMISSAO DE ENERGIA ELETRICA SA,AFLUENTE T,,AFLT
AGF BRASIL SEGUROS SA,AGF BRASIL,,BSGR
AGILENT TECHNOLOGIES INC,AGILENT TECH,,A1GI
AGIP DISTRIBUIDORA SA,AGIP DISTRIB,,SPPE
AGRA EMPREENDIMENTOS IMOBILIARIOS SA,AGRA INCORP,,AGIN
AGRALE SA,AGRALE,,AGRA
AGRE EMPREENDIMENTOS IMOBILIARIOS SA,AGRE EMP IMO,,AGEI
AGRENCO LTD,AGRENCO,,AGEN
AGROGALAXY PARTICIPACOES SA,AGROGALAXY,NM,AGXY
AGROINDS DO VALE DO SAO FCO SAAGROVALE,AGROVALE,,AGVL
